,equipo,nit,news_id,participacion,categoria
24267,enelpi,900655891,news98379,No Aplica,Macroeconomia
24268,enelpi,900655891,news98380,No Aplica,Descartable
24269,enelpi,900655891,news98384,Sector,Otra
24270,enelpi,900655891,news98395,Sector,Otra
24271,enelpi,900655891,news98397,No Aplica,Descartable
24272,enelpi,900655891,news98398,Sector,Otra
24273,enelpi,900655891,news98401,Sector,Otra
24274,enelpi,900655891,news98402,No Aplica,Sostenibilidad
24275,enelpi,900069398,news10894,No Aplica,Descartable
24276,enelpi,900069398,news11364,Sector,Otra
24277,enelpi,900069398,news14444,No Aplica,Innovacion
24278,enelpi,900069398,news14451,No Aplica,Descartable
24279,enelpi,900069398,news14467,No Aplica,Descartable
24280,enelpi,900069398,news15536,No Aplica,Innovacion
24281,enelpi,900069398,news16479,No Aplica,Descartable
24282,enelpi,900069398,news16731,No Aplica,Regulacion
24283,enelpi,900069398,news17464,No Aplica,Sostenibilidad
24284,enelpi,900069398,news18960,No Aplica,Descartable
24285,enelpi,900069398,news19244,No Aplica,Descartable
24286,enelpi,900069398,news19289,No Aplica,Sostenibilidad
24287,enelpi,900069398,news21543,Sector,Otra
24288,enelpi,900069398,news26403,No Aplica,Descartable
24289,enelpi,900069398,news27136,No Aplica,Descartable
24290,enelpi,900069398,news27872,No Aplica,Descartable
24291,enelpi,900069398,news28077,No Aplica,Regulacion
24292,enelpi,900069398,news28080,No Aplica,Descartable
24293,enelpi,900069398,news28081,No Aplica,Descartable
24294,enelpi,900069398,news28166,No Aplica,Descartable
24295,enelpi,900069398,news28185,No Aplica,Descartable
24296,enelpi,900069398,news28186,No Aplica,Descartable
24297,enelpi,900069398,news28187,No Aplica,Descartable
24298,enelpi,900069398,news28193,No Aplica,Descartable
24299,enelpi,900069398,news28196,No Aplica,Descartable
24300,enelpi,900069398,news28201,No Aplica,Descartable
24301,enelpi,900069398,news28206,No Aplica,Descartable
24302,enelpi,900069398,news28207,No Aplica,Descartable
24303,enelpi,900069398,news28570,No Aplica,Regulacion
24304,enelpi,900069398,news31233,No Aplica,Descartable
24305,enelpi,900069398,news32570,Sector,Otra
24306,enelpi,900069398,news32575,Sector,Otra
24307,enelpi,900069398,news32633,No Aplica,Reputacion
24308,enelpi,900069398,news37171,No Aplica,Descartable
24309,enelpi,900069398,news37580,No Aplica,Innovacion
24310,enelpi,900069398,news45578,No Aplica,Innovacion
24311,enelpi,900069398,news48484,No Aplica,Regulacion
24312,enelpi,900069398,news50099,No Aplica,Reputacion
24313,enelpi,900069398,news52868,No Aplica,Sostenibilidad
24314,enelpi,900069398,news53347,Sector,Otra
24315,enelpi,900069398,news55134,Sector,Innovacion
24316,enelpi,900069398,news55937,No Aplica,Innovacion
24317,enelpi,900069398,news59325,No Aplica,Macroeconomia
24318,enelpi,900069398,news61546,No Aplica,Innovacion
24319,enelpi,900069398,news65549,No Aplica,Regulacion
24320,enelpi,900069398,news68858,No Aplica,Regulacion
24321,enelpi,900069398,news69949,No Aplica,Innovacion
24322,enelpi,900069398,news71887,No Aplica,Innovacion
24323,enelpi,900069398,news77995,No Aplica,Innovacion
24324,enelpi,900069398,news79335,No Aplica,Descartable
24325,enelpi,900069398,news79937,No Aplica,Macroeconomia
24326,enelpi,900069398,news79938,No Aplica,Descartable
24327,enelpi,900069398,news79941,No Aplica,Sostenibilidad
24328,enelpi,900069398,news79942,No Aplica,Sostenibilidad
24329,enelpi,900069398,news79949,No Aplica,Regulacion
24330,enelpi,900069398,news79950,No Aplica,Innovacion
24331,enelpi,900069398,news79953,Cliente,Regulacion
24332,enelpi,900069398,news79956,No Aplica,Regulacion
24333,enelpi,900069398,news79960,No Aplica,Sostenibilidad
24334,enelpi,900069398,news79962,No Aplica,Descartable
24335,enelpi,900069398,news79968,Sector,Sostenibilidad
24336,enelpi,900069398,news79969,No Aplica,Descartable
24337,enelpi,900069398,news79977,No Aplica,Innovacion
24338,enelpi,900069398,news79983,No Aplica,Sostenibilidad
24339,enelpi,900069398,news79984,No Aplica,Regulacion
24340,enelpi,900069398,news79987,No Aplica,Descartable
24341,enelpi,900069398,news79993,Sector,Sostenibilidad
24342,enelpi,900069398,news79994,No Aplica,Descartable
24343,enelpi,900069398,news79999,No Aplica,Macroeconomia
24344,enelpi,900069398,news80003,No Aplica,Sostenibilidad
24345,enelpi,900069398,news80004,No Aplica,Descartable
24346,enelpi,900069398,news80005,No Aplica,Descartable
24347,enelpi,900069398,news80013,No Aplica,Sostenibilidad
24348,enelpi,900069398,news80020,No Aplica,Innovacion
24349,enelpi,900069398,news80026,No Aplica,Regulacion
24350,enelpi,900069398,news80030,No Aplica,Sostenibilidad
24351,enelpi,900069398,news80031,No Aplica,Sostenibilidad
24352,enelpi,900069398,news80035,No Aplica,Innovacion
24353,enelpi,900069398,news80040,No Aplica,Descartable
24354,enelpi,900069398,news80046,No Aplica,Sostenibilidad
24355,enelpi,900069398,news80049,No Aplica,Innovacion
24356,enelpi,900069398,news80056,No Aplica,Descartable
24357,enelpi,900069398,news80058,Cliente,Sostenibilidad
24358,enelpi,900069398,news80063,No Aplica,Regulacion
24359,enelpi,900069398,news80071,No Aplica,Macroeconomia
24360,enelpi,900069398,news80078,No Aplica,Innovacion
24361,enelpi,900069398,news80082,No Aplica,Regulacion
24362,enelpi,900069398,news80085,No Aplica,Descartable
24363,enelpi,900069398,news80086,No Aplica,Descartable
24364,enelpi,900069398,news80088,No Aplica,Descartable
24365,enelpi,900069398,news80092,No Aplica,Regulacion
24366,enelpi,900069398,news80093,No Aplica,Innovacion
24367,enelpi,900069398,news80095,No Aplica,Innovacion
24368,enelpi,900069398,news80097,No Aplica,Innovacion
24369,enelpi,900069398,news80101,No Aplica,Regulacion
24370,enelpi,900069398,news80113,No Aplica,Descartable
24371,enelpi,900069398,news80114,No Aplica,Innovacion
24372,enelpi,900069398,news80126,No Aplica,Innovacion
24373,enelpi,900069398,news80127,No Aplica,Regulacion
24374,enelpi,900069398,news80128,No Aplica,Macroeconomia
24375,enelpi,900069398,news80130,No Aplica,Descartable
24376,enelpi,900069398,news80137,No Aplica,Regulacion
24377,enelpi,900069398,news80146,No Aplica,Innovacion
24378,enelpi,900069398,news80153,Sector,Sostenibilidad
24379,enelpi,900069398,news80158,No Aplica,Descartable
24380,enelpi,900069398,news80159,No Aplica,Innovacion
24381,enelpi,900069398,news80161,Sector,Sostenibilidad
24382,enelpi,900069398,news80162,No Aplica,Descartable
24383,enelpi,900069398,news80167,No Aplica,Descartable
24384,enelpi,900069398,news80171,No Aplica,Descartable
24385,enelpi,900069398,news80172,No Aplica,Innovacion
24386,enelpi,900069398,news80173,No Aplica,Descartable
24387,enelpi,900069398,news80184,No Aplica,Descartable
24388,enelpi,900069398,news80187,No Aplica,Sostenibilidad
24389,enelpi,900069398,news80190,No Aplica,Innovacion
24390,enelpi,900069398,news80192,No Aplica,Macroeconomia
24391,enelpi,900069398,news80200,No Aplica,Macroeconomia
24392,enelpi,900069398,news80201,No Aplica,Descartable
24393,enelpi,900069398,news95698,No Aplica,Descartable
24394,enelpi,900069398,news96721,Sector,Otra
24395,enelpi,900069398,news96725,No Aplica,Descartable
24396,enelpi,900069398,news96734,No Aplica,Descartable
24397,enelpi,900069398,news96737,No Aplica,Descartable
24398,enelpi,900069398,news96738,Sector,Otra
24399,enelpi,900069398,news96740,Sector,Otra
24400,enelpi,900069398,news96741,No Aplica,Descartable
24401,enelpi,900069398,news99700,Sector,Otra
24402,enelpi,900069398,news99704,No Aplica,Descartable
24403,enelpi,900069398,news99713,No Aplica,Descartable
24404,enelpi,900069398,news99714,Sector,Otra
24405,enelpi,900069398,news99717,Sector,Otra
24406,enelpi,900069398,news99720,No Aplica,Descartable
24407,enelpi,900069398,news99725,No Aplica,Sostenibilidad
24408,enelpi,900069398,news99730,Sector,Otra
24409,enelpi,900069398,news99733,No Aplica,Descartable
24410,enelpi,900069398,news99734,No Aplica,Descartable
24411,enelpi,900069398,news99739,No Aplica,Sostenibilidad
24412,enelpi,900069398,news99742,Sector,Sostenibilidad
24413,enelpi,900069398,news99743,No Aplica,Descartable
24414,enelpi,900069398,news99746,Sector,Otra
24415,enelpi,900069398,news99747,Sector,Otra
24416,enelpi,890911878,news10906,No Aplica,Descartable
24417,enelpi,890911878,news10913,No Aplica,Descartable
24418,enelpi,890911878,news10924,No Aplica,Descartable
24419,enelpi,890911878,news10926,No Aplica,Descartable
24420,enelpi,890911878,news10932,Sector,Otra
24421,enelpi,890911878,news10937,No Aplica,Descartable
24422,enelpi,890911878,news10980,No Aplica,Descartable
24423,enelpi,890911878,news10986,No Aplica,Descartable
24424,enelpi,890911878,news10987,No Aplica,Descartable
24425,enelpi,890911878,news10988,No Aplica,Descartable
24426,enelpi,890911878,news10995,No Aplica,Descartable
24427,enelpi,890911878,news10997,No Aplica,Descartable
24428,enelpi,890911878,news11015,No Aplica,Descartable
24429,enelpi,890911878,news11017,No Aplica,Sostenibilidad
24430,enelpi,890911878,news11036,No Aplica,Descartable
24431,enelpi,890911878,news11037,No Aplica,Descartable
24432,enelpi,890911878,news11038,No Aplica,Regulacion
24433,enelpi,890911878,news11043,No Aplica,Descartable
24434,enelpi,890911878,news11045,No Aplica,Descartable
24435,enelpi,890911878,news11235,Sector,Otra
24436,enelpi,890911878,news12644,Sector,Innovacion
24437,enelpi,890911878,news13342,Sector,Macroeconomia
24438,enelpi,890911878,news13361,Sector,Otra
24439,enelpi,890911878,news13479,No Aplica,Descartable
24440,enelpi,890911878,news15697,No Aplica,Macroeconomia
24441,enelpi,890911878,news17111,Sector,Macroeconomia
24442,enelpi,890911878,news17889,No Aplica,Descartable
24443,enelpi,890911878,news17955,No Aplica,Descartable
24444,enelpi,890911878,news18591,No Aplica,Descartable
24445,enelpi,890911878,news19058,No Aplica,Innovacion
24446,enelpi,890911878,news20229,No Aplica,Descartable
24447,enelpi,890911878,news21622,No Aplica,Descartable
24448,enelpi,890911878,news22581,No Aplica,Descartable
24449,enelpi,890911878,news22596,No Aplica,Descartable
24450,enelpi,890911878,news23667,No Aplica,Innovacion
24451,enelpi,890911878,news26373,No Aplica,Descartable
24452,enelpi,890911878,news26443,No Aplica,Innovacion
24453,enelpi,890911878,news26617,Sector,Macroeconomia
24454,enelpi,890911878,news31852,No Aplica,Innovacion
24455,enelpi,890911878,news35613,No Aplica,Descartable
24456,enelpi,890911878,news36405,No Aplica,Descartable
24457,enelpi,890911878,news38364,Sector,Otra
24458,enelpi,890911878,news44143,No Aplica,Macroeconomia
24459,enelpi,890911878,news45901,No Aplica,Innovacion
24460,enelpi,890911878,news47278,No Aplica,Descartable
24461,enelpi,890911878,news54255,No Aplica,Descartable
24462,enelpi,890911878,news54265,No Aplica,Descartable
24463,enelpi,890911878,news63353,Sector,Otra
24464,enelpi,890911878,news65005,Sector,Otra
24465,enelpi,890911878,news65783,Sector,Macroeconomia
24466,enelpi,890911878,news74500,No Aplica,Descartable
24467,enelpi,890911878,news74501,No Aplica,Sostenibilidad
24468,enelpi,890911878,news74503,No Aplica,Descartable
24469,enelpi,890911878,news74504,No Aplica,Reputacion
24470,enelpi,890911878,news74506,No Aplica,Descartable
24471,enelpi,890911878,news74508,No Aplica,Descartable
24472,enelpi,890911878,news74510,No Aplica,Descartable
24473,enelpi,890911878,news74511,No Aplica,Descartable
24474,enelpi,890911878,news74512,No Aplica,Descartable
24475,enelpi,890911878,news74513,No Aplica,Sostenibilidad
24476,enelpi,890911878,news74521,No Aplica,Reputacion
24477,enelpi,890911878,news74522,No Aplica,Sostenibilidad
24478,enelpi,890911878,news74526,No Aplica,Descartable
24479,enelpi,890911878,news74528,No Aplica,Descartable
24480,enelpi,890911878,news74533,No Aplica,Innovacion
24481,enelpi,890911878,news74534,No Aplica,Descartable
24482,enelpi,890911878,news74535,Sector,Otra
24483,enelpi,890911878,news74537,No Aplica,Descartable
24484,enelpi,890911878,news74538,No Aplica,Innovacion
24485,enelpi,890911878,news74539,No Aplica,Descartable
24486,enelpi,890911878,news74542,No Aplica,Descartable
24487,enelpi,890911878,news74544,No Aplica,Sostenibilidad
24488,enelpi,890911878,news74549,No Aplica,Sostenibilidad
24489,enelpi,890911878,news76066,Sector,Macroeconomia
24490,enelpi,890911878,news96201,Sector,Macroeconomia
24491,enelpi,890911878,news96206,No Aplica,Descartable
24492,enelpi,890911878,news96211,No Aplica,Descartable
24493,enelpi,890911878,news96219,No Aplica,Regulacion
24494,enelpi,890911878,news96221,No Aplica,Macroeconomia
24495,enelpi,890911878,news96223,No Aplica,Innovacion
24496,enelpi,890911878,news96229,No Aplica,Regulacion
24497,enelpi,890911878,news98425,Sector,Macroeconomia
24498,enelpi,830044266,news10929,No Aplica,Descartable
24499,enelpi,830044266,news10950,Cliente,Macroeconomia
24500,enelpi,830044266,news10959,Cliente,Otra
24501,enelpi,830044266,news10972,No Aplica,Descartable
24502,enelpi,830044266,news10974,No Aplica,Descartable
24503,enelpi,830044266,news10989,Sector,Macroeconomia
24504,enelpi,830044266,news10991,No Aplica,Descartable
24505,enelpi,830044266,news10994,Sector,Otra
24506,enelpi,830044266,news11006,No Aplica,Descartable
24507,enelpi,830044266,news11008,No Aplica,Descartable
24508,enelpi,830044266,news11235,Sector,Otra
24509,enelpi,830044266,news13342,Sector,Macroeconomia
24510,enelpi,830044266,news13361,Sector,Otra
24511,enelpi,830044266,news17111,Sector,Macroeconomia
24512,enelpi,830044266,news17955,No Aplica,Descartable
24513,enelpi,830044266,news26617,Sector,Macroeconomia
24514,enelpi,830044266,news37963,No Aplica,Innovacion
24515,enelpi,830044266,news37967,No Aplica,Sostenibilidad
24516,enelpi,830044266,news50593,Cliente,Regulacion
24517,enelpi,830044266,news65005,Sector,Otra
24518,enelpi,830044266,news65013,Sector,Otra
24519,enelpi,830044266,news65783,Sector,Macroeconomia
24520,enelpi,830044266,news73944,No Aplica,Innovacion
24521,enelpi,830044266,news76066,Sector,Macroeconomia
24522,enelpi,830044266,news96201,Sector,Macroeconomia
24523,enelpi,830044266,news96206,No Aplica,Descartable
24524,enelpi,830044266,news96211,No Aplica,Descartable
24525,enelpi,830044266,news96219,No Aplica,Regulacion
24526,enelpi,830044266,news96221,No Aplica,Macroeconomia
24527,enelpi,830044266,news96223,No Aplica,Innovacion
24528,enelpi,830044266,news96229,No Aplica,Regulacion
24529,enelpi,830044266,news98425,Sector,Macroeconomia
24530,enelpi,890101691,news10932,Sector,Otra
24531,enelpi,890101691,news11038,No Aplica,Regulacion
24532,enelpi,890101691,news11082,No Aplica,Descartable
24533,enelpi,890101691,news11270,Sector,Innovacion
24534,enelpi,890101691,news13383,No Aplica,Macroeconomia
24535,enelpi,890101691,news14215,Sector,Innovacion
24536,enelpi,890101691,news14271,Sector,Innovacion
24537,enelpi,890101691,news14869,No Aplica,Descartable
24538,enelpi,890101691,news16617,Sector,Innovacion
24539,enelpi,890101691,news16772,Sector,Innovacion
24540,enelpi,890101691,news17442,Sector,Innovacion
24541,enelpi,890101691,news17455,Sector,Innovacion
24542,enelpi,890101691,news18389,No Aplica,Innovacion
24543,enelpi,890101691,news20720,Sector,Innovacion
24544,enelpi,890101691,news22302,Sector,Innovacion
24545,enelpi,890101691,news25786,Sector,Innovacion
24546,enelpi,890101691,news25788,No Aplica,Regulacion
24547,enelpi,890101691,news25795,No Aplica,Regulacion
24548,enelpi,890101691,news25798,No Aplica,Descartable
24549,enelpi,890101691,news25820,Sector,Otra
24550,enelpi,890101691,news25845,Sector,Otra
24551,enelpi,890101691,news25848,No Aplica,Regulacion
24552,enelpi,890101691,news25850,Sector,Otra
24553,enelpi,890101691,news25851,No Aplica,Regulacion
24554,enelpi,890101691,news25856,Sector,Otra
24555,enelpi,890101691,news25865,No Aplica,Descartable
24556,enelpi,890101691,news30753,No Aplica,Descartable
24557,enelpi,890101691,news31354,Sector,Innovacion
24558,enelpi,890101691,news42032,Sector,Innovacion
24559,enelpi,890101691,news45255,No Aplica,Sostenibilidad
24560,enelpi,890101691,news45578,Sector,Innovacion
24561,enelpi,890101691,news46918,Sector,Innovacion
24562,enelpi,890101691,news48573,Sector,Innovacion
24563,enelpi,890101691,news49394,No Aplica,Regulacion
24564,enelpi,890101691,news49398,Sector,Innovacion
24565,enelpi,890101691,news55526,Sector,Macroeconomia
24566,enelpi,890101691,news58437,Sector,Innovacion
24567,enelpi,890101691,news61546,Sector,Innovacion
24568,enelpi,890101691,news61577,Sector,Macroeconomia
24569,enelpi,890101691,news63658,No Aplica,Descartable
24570,enelpi,890101691,news64134,No Aplica,Descartable
24571,enelpi,890101691,news64156,No Aplica,Innovacion
24572,enelpi,890101691,news64598,No Aplica,Sostenibilidad
24573,enelpi,890101691,news66303,No Aplica,Descartable
24574,enelpi,890101691,news69094,No Aplica,Descartable
24575,enelpi,890101691,news72220,Sector,Innovacion
24576,enelpi,890101691,news73097,Sector,Innovacion
24577,enelpi,890101691,news73099,No Aplica,Descartable
24578,enelpi,890101691,news73103,Sector,Innovacion
24579,enelpi,890101691,news73104,Sector,Innovacion
24580,enelpi,890101691,news73112,No Aplica,Descartable
24581,enelpi,890101691,news73113,No Aplica,Macroeconomia
24582,enelpi,890101691,news73118,No Aplica,Descartable
24583,enelpi,890101691,news73119,No Aplica,Reputacion
24584,enelpi,890101691,news73124,Sector,Innovacion
24585,enelpi,890101691,news73126,No Aplica,Macroeconomia
24586,enelpi,890101691,news73134,Sector,Innovacion
24587,enelpi,890101691,news73135,No Aplica,Innovacion
24588,enelpi,890101691,news73138,No Aplica,Sostenibilidad
24589,enelpi,890101691,news73142,Sector,Macroeconomia
24590,enelpi,890101691,news73144,No Aplica,Descartable
24591,enelpi,890101691,news89680,Sector,Otra
24592,enelpi,890101691,news89685,Sector,Macroeconomia
24593,enelpi,890101691,news95151,Sector,Macroeconomia
24594,enelpi,890101691,news95851,No Aplica,Macroeconomia
24595,enelpi,890101691,news95912,No Aplica,Regulacion
24596,enelpi,890101691,news95914,No Aplica,Macroeconomia
24597,enelpi,890101691,news95916,Sector,Macroeconomia
24598,enelpi,890101691,news95917,Sector,Macroeconomia
24599,enelpi,890101691,news95922,No Aplica,Regulacion
24600,enelpi,890101691,news95923,No Aplica,Descartable
24601,enelpi,890101691,news95924,Sector,Macroeconomia
24602,enelpi,890101691,news95931,No Aplica,Descartable
24603,enelpi,890101691,news95932,Sector,Otra
24604,enelpi,890101691,news95934,No Aplica,Macroeconomia
24605,enelpi,890101691,news95935,Sector,Otra
24606,enelpi,890101691,news95943,Sector,Macroeconomia
24607,enelpi,890101691,news95951,Sector,Macroeconomia
24608,enelpi,890101691,news95953,Sector,Macroeconomia
24609,enelpi,890101691,news98223,Sector,Otra
24610,enelpi,890101691,news98226,No Aplica,Innovacion
24611,enelpi,890101691,news98229,No Aplica,Innovacion
24612,enelpi,890101691,news98236,No Aplica,Macroeconomia
24613,enelpi,890900323,news10989,Sector,Macroeconomia
24614,enelpi,890900323,news11202,No Aplica,Macroeconomia
24615,enelpi,890900323,news12598,No Aplica,Innovacion
24616,enelpi,890900323,news16461,No Aplica,Descartable
24617,enelpi,890900323,news17442,No Aplica,Innovacion
24618,enelpi,890900323,news18333,No Aplica,Innovacion
24619,enelpi,890900323,news21492,No Aplica,Innovacion
24620,enelpi,890900323,news22611,No Aplica,Reputacion
24621,enelpi,890900323,news23492,Sector,Macroeconomia
24622,enelpi,890900323,news25027,No Aplica,Reputacion
24623,enelpi,890900323,news25265,Sector,Macroeconomia
24624,enelpi,890900323,news25990,Sector,Otra
24625,enelpi,890900323,news27215,No Aplica,Descartable
24626,enelpi,890900323,news27220,No Aplica,Descartable
24627,enelpi,890900323,news27222,No Aplica,Innovacion
24628,enelpi,890900323,news27227,No Aplica,Descartable
24629,enelpi,890900323,news27229,No Aplica,Innovacion
24630,enelpi,890900323,news27237,No Aplica,Descartable
24631,enelpi,890900323,news27245,No Aplica,Reputacion
24632,enelpi,890900323,news27247,No Aplica,Descartable
24633,enelpi,890900323,news27265,No Aplica,Descartable
24634,enelpi,890900323,news27267,Sector,Otra
24635,enelpi,890900323,news27269,No Aplica,Descartable
24636,enelpi,890900323,news27271,No Aplica,Descartable
24637,enelpi,890900323,news27272,No Aplica,Descartable
24638,enelpi,890900323,news27273,Sector,Otra
24639,enelpi,890900323,news30268,No Aplica,Descartable
24640,enelpi,890900323,news31013,No Aplica,Innovacion
24641,enelpi,890900323,news31039,No Aplica,Innovacion
24642,enelpi,890900323,news35873,No Aplica,Descartable
24643,enelpi,890900323,news38299,No Aplica,Macroeconomia
24644,enelpi,890900323,news39809,No Aplica,Innovacion
24645,enelpi,890900323,news42405,No Aplica,Macroeconomia
24646,enelpi,890900323,news49699,Sector,Otra
24647,enelpi,890900323,news50263,No Aplica,Innovacion
24648,enelpi,890900323,news52233,No Aplica,Macroeconomia
24649,enelpi,890900323,news52874,No Aplica,Descartable
24650,enelpi,890900323,news52896,No Aplica,Descartable
24651,enelpi,890900323,news55484,No Aplica,Sostenibilidad
24652,enelpi,890900323,news59463,No Aplica,Innovacion
24653,enelpi,890900323,news61795,No Aplica,Sostenibilidad
24654,enelpi,890900323,news62097,No Aplica,Macroeconomia
24655,enelpi,890900323,news62154,No Aplica,Innovacion
24656,enelpi,890900323,news62766,No Aplica,Innovacion
24657,enelpi,890900323,news63850,No Aplica,Macroeconomia
24658,enelpi,890900323,news66100,No Aplica,Innovacion
24659,enelpi,890900323,news66215,No Aplica,Macroeconomia
24660,enelpi,890900323,news70790,No Aplica,Innovacion
24661,enelpi,890900323,news71931,No Aplica,Innovacion
24662,enelpi,890900323,news72781,No Aplica,Innovacion
24663,enelpi,890900323,news73033,No Aplica,Reputacion
24664,enelpi,890900323,news74598,No Aplica,Innovacion
24665,enelpi,890900323,news74833,No Aplica,Innovacion
24666,enelpi,890900323,news75338,Sector,Macroeconomia
24667,enelpi,890900323,news77877,No Aplica,Descartable
24668,enelpi,890900323,news77878,No Aplica,Innovacion
24669,enelpi,890900323,news77880,No Aplica,Descartable
24670,enelpi,890900323,news77881,Sector,Otra
24671,enelpi,890900323,news77882,Sector,Otra
24672,enelpi,890900323,news77884,No Aplica,Descartable
24673,enelpi,890900323,news77887,Sector,Otra
24674,enelpi,890900323,news77897,No Aplica,Descartable
24675,enelpi,890900323,news77900,No Aplica,Descartable
24676,enelpi,890900323,news77907,No Aplica,Descartable
24677,enelpi,890900323,news77911,No Aplica,Descartable
24678,enelpi,890900323,news77912,Sector,Otra
24679,enelpi,890900323,news77915,No Aplica,Descartable
24680,enelpi,890900323,news77923,No Aplica,Descartable
24681,enelpi,890900323,news77925,No Aplica,Descartable
24682,enelpi,890900323,news77941,No Aplica,Descartable
24683,enelpi,890900323,news77943,No Aplica,Descartable
24684,enelpi,890900323,news77945,No Aplica,Innovacion
24685,enelpi,890900323,news77949,No Aplica,Innovacion
24686,enelpi,890900323,news77951,No Aplica,Regulacion
24687,enelpi,890900323,news77955,No Aplica,Innovacion
24688,enelpi,890900323,news77957,No Aplica,Descartable
24689,enelpi,890900323,news77962,Sector,Otra
24690,enelpi,890900323,news77972,No Aplica,Innovacion
24691,enelpi,890900323,news77984,Sector,Otra
24692,enelpi,890900323,news77985,Sector,Otra
24693,enelpi,890900323,news77992,No Aplica,Descartable
24694,enelpi,890900323,news77994,Sector,Otra
24695,enelpi,890900323,news77995,No Aplica,Innovacion
24696,enelpi,890900323,news78001,No Aplica,Sostenibilidad
24697,enelpi,890900323,news78011,No Aplica,Sostenibilidad
24698,enelpi,890900323,news78023,No Aplica,Innovacion
24699,enelpi,890900323,news78024,No Aplica,Innovacion
24700,enelpi,890900323,news78025,No Aplica,Innovacion
24701,enelpi,890900323,news78026,No Aplica,Innovacion
24702,enelpi,890900323,news78027,No Aplica,Innovacion
24703,enelpi,890900323,news78042,Sector,Otra
24704,enelpi,890900323,news78062,No Aplica,Descartable
24705,enelpi,890900323,news78072,No Aplica,Innovacion
24706,enelpi,890900323,news78074,No Aplica,Innovacion
24707,enelpi,890900323,news78083,No Aplica,Reputacion
24708,enelpi,890900323,news78092,Sector,Otra
24709,enelpi,890900323,news78103,No Aplica,Innovacion
24710,enelpi,890900323,news78106,No Aplica,Descartable
24711,enelpi,890900323,news78108,No Aplica,Innovacion
24712,enelpi,890900323,news78116,No Aplica,Innovacion
24713,enelpi,890900323,news78119,No Aplica,Innovacion
24714,enelpi,890900323,news78122,No Aplica,Innovacion
24715,enelpi,890900323,news78125,No Aplica,Reputacion
24716,enelpi,890900323,news78126,No Aplica,Innovacion
24717,enelpi,890900323,news96232,Sector,Macroeconomia
24718,enelpi,890900323,news96233,No Aplica,Macroeconomia
24719,enelpi,890900323,news96235,No Aplica,Descartable
24720,enelpi,890900323,news96249,No Aplica,Descartable
24721,enelpi,890900323,news96252,Sector,Otra
24722,enelpi,890900323,news96259,No Aplica,Descartable
24723,enelpi,890900323,news96260,No Aplica,Descartable
24724,enelpi,890900323,news96263,Sector,Macroeconomia
24725,enelpi,890900323,news96264,Sector,Macroeconomia
24726,enelpi,890900323,news96267,No Aplica,Descartable
24727,enelpi,890900323,news96283,No Aplica,Descartable
24728,enelpi,890900323,news96290,Sector,Macroeconomia
24729,enelpi,890900323,news96291,Sector,Macroeconomia
24730,enelpi,890900323,news98425,Sector,Macroeconomia
24731,enelpi,860522747,news11008,No Aplica,Descartable
24732,enelpi,860522747,news11364,Sector,Otra
24733,enelpi,860522747,news14444,No Aplica,Innovacion
24734,enelpi,860522747,news14451,No Aplica,Descartable
24735,enelpi,860522747,news14869,No Aplica,Descartable
24736,enelpi,860522747,news15607,No Aplica,Descartable
24737,enelpi,860522747,news17464,No Aplica,Sostenibilidad
24738,enelpi,860522747,news18244,No Aplica,Descartable
24739,enelpi,860522747,news19244,No Aplica,Descartable
24740,enelpi,860522747,news20763,No Aplica,Descartable
24741,enelpi,860522747,news21543,Sector,Otra
24742,enelpi,860522747,news28570,No Aplica,Regulacion
24743,enelpi,860522747,news30487,No Aplica,Descartable
24744,enelpi,860522747,news31233,No Aplica,Descartable
24745,enelpi,860522747,news32570,Sector,Otra
24746,enelpi,860522747,news32575,Sector,Otra
24747,enelpi,860522747,news32633,No Aplica,Reputacion
24748,enelpi,860522747,news36593,No Aplica,Descartable
24749,enelpi,860522747,news36594,No Aplica,Descartable
24750,enelpi,860522747,news36595,No Aplica,Descartable
24751,enelpi,860522747,news36597,No Aplica,Descartable
24752,enelpi,860522747,news36599,No Aplica,Descartable
24753,enelpi,860522747,news36606,No Aplica,Descartable
24754,enelpi,860522747,news36609,No Aplica,Descartable
24755,enelpi,860522747,news36611,No Aplica,Descartable
24756,enelpi,860522747,news36615,No Aplica,Descartable
24757,enelpi,860522747,news36617,No Aplica,Descartable
24758,enelpi,860522747,news37171,No Aplica,Descartable
24759,enelpi,860522747,news37660,No Aplica,Descartable
24760,enelpi,860522747,news37972,No Aplica,Descartable
24761,enelpi,860522747,news38195,No Aplica,Innovacion
24762,enelpi,860522747,news38870,No Aplica,Descartable
24763,enelpi,860522747,news40330,No Aplica,Descartable
24764,enelpi,860522747,news40339,No Aplica,Macroeconomia
24765,enelpi,860522747,news40342,No Aplica,Macroeconomia
24766,enelpi,860522747,news40343,No Aplica,Descartable
24767,enelpi,860522747,news40352,No Aplica,Descartable
24768,enelpi,860522747,news40357,No Aplica,Regulacion
24769,enelpi,860522747,news40364,No Aplica,Descartable
24770,enelpi,860522747,news40371,Sector,Otra
24771,enelpi,860522747,news40373,No Aplica,Descartable
24772,enelpi,860522747,news40376,No Aplica,Regulacion
24773,enelpi,860522747,news40379,No Aplica,Descartable
24774,enelpi,860522747,news41057,No Aplica,Descartable
24775,enelpi,860522747,news41058,No Aplica,Descartable
24776,enelpi,860522747,news41083,Sector,Innovacion
24777,enelpi,860522747,news41094,No Aplica,Descartable
